siteid,year,month,visits,month_nf_var,notes,"FLAG  (0=nf, 1=f, 2=unsure, 3=nodata)",UNIT_NAME,d2p
NAT_021,2019,2,91467,NA,"2/20/2019  Government closed due to inclement weather, but memorials remained open.",2,Franklin Delano Roosevelt Memorial,2019-02-15
NAT_021,2019,3,342208,NA,NA,0,Franklin Delano Roosevelt Memorial,2019-03-15
NAT_021,2019,4,553920,NA,NA,0,Franklin Delano Roosevelt Memorial,2019-04-15
NAT_021,2019,5,518912,NA,NA,0,Franklin Delano Roosevelt Memorial,2019-05-15
NAT_021,2019,6,418325,NA,NA,0,Franklin Delano Roosevelt Memorial,2019-06-15
NAT_021,2019,7,315445,NA,7/4/2019  Site closed for July 4th.,0,Franklin Delano Roosevelt Memorial,2019-07-15
NAT_021,2019,8,221632,NA,NA,0,Franklin Delano Roosevelt Memorial,2019-08-15
NAT_021,2019,9,220427,NA,NA,0,Franklin Delano Roosevelt Memorial,2019-09-15
NAT_021,2019,10,266144,NA,NA,0,Franklin Delano Roosevelt Memorial,2019-10-15
NAT_021,2019,11,195104,NA,NA,0,Franklin Delano Roosevelt Memorial,2019-11-15
NAT_021,2019,12,95872,NA,"12/25/2019  Christmas. No rangers on duty, but memorial open to visitors.",2,Franklin Delano Roosevelt Memorial,2019-12-15
NAT_022,2018,1,124050,NA,NA,0,Olympic National Park,2018-01-15
NAT_022,2018,2,95948,NA,NA,0,Olympic National Park,2018-02-15
NAT_022,2018,3,113917,NA,NA,0,Olympic National Park,2018-03-15
NAT_022,2018,4,161131,NA,NA,0,Olympic National Park,2018-04-15
NAT_022,2018,5,305775,NA,NA,0,Olympic National Park,2018-05-15
NAT_022,2018,6,462461,NA,NA,0,Olympic National Park,2018-06-15
NAT_022,2018,7,492372,NA,NA,0,Olympic National Park,2018-07-15
NAT_022,2018,8,655793,NA,NA,0,Olympic National Park,2018-08-15
NAT_022,2018,9,345371,NA,The Hoh area numbers are estimated or lower than usual due to the road being closed for repairs from Sept 10 to Oct 5.,1,Olympic National Park,2018-09-15
NAT_022,2018,10,193677,NA,NA,0,Olympic National Park,2018-10-15
NAT_022,2018,11,90207,NA,NA,0,Olympic National Park,2018-11-15
NAT_022,2018,12,63753,NA,NA,0,Olympic National Park,2018-12-15
NAT_022,2019,1,72725,NA,0's are either due to government shutdown or regular seasonal / storm closures.,2,Olympic National Park,2019-01-15
NAT_022,2019,2,73756,NA,NA,0,Olympic National Park,2019-02-15
NAT_022,2019,3,113720,NA,NA,0,Olympic National Park,2019-03-15
NAT_022,2019,4,159983,NA,NA,0,Olympic National Park,2019-04-15
NAT_022,2019,5,307426,NA,NA,0,Olympic National Park,2019-05-15
NAT_022,2019,6,499728,NA,Sol Duc campground is now ran by Aramark. We get the numbers as a lump sum with their numbers so it is reported under Sol Duc resort campground.,2,Olympic National Park,2019-06-15
NAT_022,2019,7,517058,NA,NA,0,Olympic National Park,2019-07-15
NAT_022,2019,8,737996,NA,NA,0,Olympic National Park,2019-08-15
NAT_022,2019,9,399907,NA,NA,0,Olympic National Park,2019-09-15
NAT_022,2019,10,182944,NA,NA,0,Olympic National Park,2019-10-15
NAT_022,2019,11,108204,NA,NA,0,Olympic National Park,2019-11-15
NAT_022,2019,12,72359,NA,NA,0,Olympic National Park,2019-12-15
NAT_023,2018,1,28248,NA,"
Great Hall and Faneuil Hall VC closed for renovations.  USS Cassin Young and Shipyard Galley closed for season.  Park closed 5 days---2 snow days, 3 shutdown days.",0,Boston National Historical Park,2018-01-15
NAT_023,2018,2,52641,NA,"
USS Cassin Young and Shipyard Galley continued closed seasonally. Great Hall and Faneuil Hall VC continued closed for renovations. Visitation to a temporary VC at 15 State Street included as a ""Special Event"".",0,Boston National Historical Park,2018-02-15
NAT_023,2018,3,101855,NA,"Great Hall and Faneuil Hall VC continued closed for renovations. USS Cassin Young and Shipyard Galley closed seasonally. A temporary Visitor Center at 15 State Street had 3,090 visitors which were included as a Special Event.",0,Boston National Historical Park,2018-03-15
NAT_023,2018,4,161773,NA,"Great Hall and Faneuil Hall VC continued closed for renovations. The visitation to a  temporary VC at 15 State St (4,286) was included in the Special Event number.",0,Boston National Historical Park,2018-04-15
NAT_023,2018,5,271263,NA,Great Hall continues closed for renovation. Faneuil Hall VC re-opened May 14.  The Special Event number includes visitation of 2256 to a temporary VC at 15 State which was closed May 19.,2,Boston National Historical Park,2018-05-15
NAT_023,2018,6,405235,NA,First month that Old North Church started to charge admission.,0,Boston National Historical Park,2018-06-15
NAT_023,2018,7,514831,NA,NA,0,Boston National Historical Park,2018-07-15
NAT_023,2018,8,446510,NA,NA,0,Boston National Historical Park,2018-08-15
NAT_023,2018,9,374423,NA,NA,0,Boston National Historical Park,2018-09-15
NAT_023,2018,10,381323,NA,NA,0,Boston National Historical Park,2018-10-15
NAT_023,2018,11,188886,NA,USS Cassin Young closed for the winter on Nov 13. Seasonal Shipyard Galley closed.Old North Church now charges admission so gets less visitation.,0,Boston National Historical Park,2018-11-15
NAT_023,2018,12,126253,NA,"
USS Cassin Young closed for the season. Shipyard Galley closed for the season.  Of course, shutdown started Dec 22.",0,Boston National Historical Park,2018-12-15
NAT_023,2019,1,54898,NA,USS Cassin Young and Shipyard Galley closed for season.  Government shutdown until Jan 25.,0,Boston National Historical Park,2019-01-15
NAT_023,2019,2,82987,NA,NA,0,Boston National Historical Park,2019-02-15
NAT_023,2019,3,153851,NA,NA,0,Boston National Historical Park,2019-03-15
NAT_023,2019,4,229628,NA,NA,0,Boston National Historical Park,2019-04-15
NAT_023,2019,5,298885,NA,NA,0,Boston National Historical Park,2019-05-15
NAT_023,2019,6,405914,NA,NA,0,Boston National Historical Park,2019-06-15
NAT_023,2019,7,505800,NA,NA,0,Boston National Historical Park,2019-07-15
NAT_023,2019,8,456429,NA,NA,0,Boston National Historical Park,2019-08-15
NAT_023,2019,9,353098,NA,NA,0,Boston National Historical Park,2019-09-15
NAT_023,2019,10,359876,NA,NA,0,Boston National Historical Park,2019-10-15
NAT_023,2019,11,172784,NA,Shipyard Galley closed for the season. USS Cassin Young closed for the season Nov 11.,0,Boston National Historical Park,2019-11-15
NAT_023,2019,12,127684,NA,USS Cassin Young and Shipyard Gallery café closed for season. Park closed Dec 3 due to snow.,0,Boston National Historical Park,2019-12-15
NAT_024,2018,1,89909,NA,1/20-22/2018 Government shutdown. No Park Rangers on duty.,2,Thomas Jefferson Memorial,2018-01-15
NAT_024,2018,2,112469,NA,NA,0,Thomas Jefferson Memorial,2018-02-15
NAT_024,2018,3,298325,NA,"03/02/18 - Government closed in DC per OPM due to inclement weather, so no Park Rangers on duty.

03/21/18 - Government closed in DC per OPM due to inclement weather, so no Park Rangers on duty.",2,Thomas Jefferson Memorial,2018-03-15
NAT_024,2018,4,542560,NA,NA,0,Thomas Jefferson Memorial,2018-04-15
NAT_024,2018,5,392811,NA,NA,0,Thomas Jefferson Memorial,2018-05-15
NAT_024,2018,6,382464,NA,NA,0,Thomas Jefferson Memorial,2018-06-15
NAT_024,2018,7,355211,NA,NA,0,Thomas Jefferson Memorial,2018-07-15
NAT_024,2018,8,296779,NA,NA,0,Thomas Jefferson Memorial,2018-08-15
NAT_024,2018,9,216032,NA,NA,0,Thomas Jefferson Memorial,2018-09-15
NAT_024,2018,10,256384,NA,NA,0,Thomas Jefferson Memorial,2018-10-15
NAT_024,2018,11,143104,NA,NA,0,Thomas Jefferson Memorial,2018-11-15
NAT_024,2018,12,112811,NA,"12/22/2018 - 12/31/2018 Partial government shutdown. No rangers on duty, but memorials remained open.",2,Thomas Jefferson Memorial,2018-12-15
NAT_024,2019,1,80693,NA,"1/1/2019-1/26/2019 Partial government shutdown. No rangers on duty, but memorials remained open.",2,Thomas Jefferson Memorial,2019-01-15
NAT_024,2019,2,109440,NA,"2/20/2019 Government closed due to inclement weather, but memorials remained open.",2,Thomas Jefferson Memorial,2019-02-15
NAT_024,2019,3,325557,NA,NA,0,Thomas Jefferson Memorial,2019-03-15
NAT_024,2019,4,535787,NA,NA,0,Thomas Jefferson Memorial,2019-04-15
NAT_024,2019,5,418507,NA,NA,0,Thomas Jefferson Memorial,2019-05-15
NAT_024,2019,6,384277,NA,NA,0,Thomas Jefferson Memorial,2019-06-15
NAT_024,2019,7,306699,NA,NA,0,Thomas Jefferson Memorial,2019-07-15
NAT_024,2019,8,238069,NA,NA,0,Thomas Jefferson Memorial,2019-08-15
NAT_024,2019,9,215424,NA,NA,0,Thomas Jefferson Memorial,2019-09-15
NAT_024,2019,10,235541,NA,NA,0,Thomas Jefferson Memorial,2019-10-15
NAT_024,2019,11,147605,NA,NA,0,Thomas Jefferson Memorial,2019-11-15
NAT_024,2019,12,99296,NA,"12/25/2019 Christmas. No rangers on duty, but memorial open to visitors.",2,Thomas Jefferson Memorial,2019-12-15
NAT_025,2018,1,12222,NA,NA,0,Glacier National Park,2018-01-15
NAT_025,2018,2,11847,NA,NA,0,Glacier National Park,2018-02-15
NAT_025,2018,3,21758,NA,NA,0,Glacier National Park,2018-03-15
NAT_025,2018,4,28404,NA,NA,0,Glacier National Park,2018-04-15
NAT_025,2018,5,195116,NA,NA,0,Glacier National Park,2018-05-15
NAT_025,2018,6,556304,NA,NA,0,Glacier National Park,2018-06-15
NAT_025,2018,7,905959,NA,NA,0,Glacier National Park,2018-07-15
NAT_025,2018,8,667688,NA,NA,0,Glacier National Park,2018-08-15
NAT_025,2018,9,434600,NA,NA,0,Glacier National Park,2018-09-15
NAT_025,2018,10,91973,NA,NA,0,Glacier National Park,2018-10-15
NAT_025,2018,11,20657,NA,NA,0,Glacier National Park,2018-11-15
NAT_025,2018,12,18781,NA,NA,0,Glacier National Park,2018-12-15
NAT_025,2019,1,13581,NA,NA,0,Glacier National Park,2019-01-15
NAT_025,2019,2,11240,NA,NA,0,Glacier National Park,2019-02-15
NAT_025,2019,3,23989,NA,NA,0,Glacier National Park,2019-03-15
NAT_025,2019,4,35491,NA,Was notified by Region that the traffic counter in St. Mary is not reporting.  Someone will be out the week of May 20 to check into it.,1,Glacier National Park,2019-04-15
NAT_025,2019,5,167403,NA,NA,0,Glacier National Park,2019-05-15
NAT_025,2019,6,544088,NA,NA,0,Glacier National Park,2019-06-15
NAT_025,2019,7,879711,NA,NA,0,Glacier National Park,2019-07-15
NAT_025,2019,8,771874,NA,NA,0,Glacier National Park,2019-08-15
NAT_025,2019,9,488909,NA,NA,0,Glacier National Park,2019-09-15
NAT_025,2019,10,78408,NA,NA,0,Glacier National Park,2019-10-15
NAT_025,2019,11,20008,NA,NA,0,Glacier National Park,2019-11-15
NAT_025,2019,12,15137,NA,NA,0,Glacier National Park,2019-12-15
NAT_026,2018,1,297435,NA,"More campground stats to come. Working on trying to get info downloaded from Cottonwood. Having technical difficulties Solar panel for the counter at Cottonwood has been stolen.
Also as a reminder, the government was shutdown 1/20-1/22. So no campground stats were collected for those 3 days.

2/20 - Cottonwoods #'s came back, but were incomplete due to the loss of power beginning 1/24. A formula was used to calculate a total for the full month.",1,Joshua Tree National Park,2018-01-15
NAT_026,2018,2,288392,NA,"
Cottonwood counter was down until the 21st. The solar panel was stolen, the internal battery died, and once I recvd. the new battery it was discovered that it also needed to be reprogramed. Still waiting to get the solar panel connected.",1,Joshua Tree National Park,2018-02-15
NAT_026,2018,3,404708,NA,"Emailed the data from Denver counters to be translated on 4/4/18.
A response was returned informing me that they would be out of the office for the rest of the week and will return the data on 4/9/18. I will update the stats at that time. -A. Jarvis
Denver counter at CW did not record the vehicles for the last 10 days of the month. Numbers were calculated using a fixed formula.",1,Joshua Tree National Park,2018-03-15
NAT_026,2018,4,325715,NA,NA,0,Joshua Tree National Park,2018-04-15
NAT_026,2018,5,247786,NA,NA,0,Joshua Tree National Park,2018-05-15
NAT_026,2018,6,153556,NA,NA,0,Joshua Tree National Park,2018-06-15
NAT_026,2018,7,130427,NA,NA,0,Joshua Tree National Park,2018-07-15
NAT_026,2018,8,142015,NA,NA,0,Joshua Tree National Park,2018-08-15
NAT_026,2018,9,149124,NA,West Entrances Denver counter is not turning on I was not able to get car stats for the month of September,1,Joshua Tree National Park,2018-09-15
NAT_026,2018,10,221232,NA,West entrances Denver counter is still out of service.,1,Joshua Tree National Park,2018-10-15
NAT_026,2018,11,299880,NA,"Do to the shutdown this data is until December 22, 2018",2,Joshua Tree National Park,2018-11-15
NAT_026,2018,12,282112,NA,Lapse in appropriation prevented the collection of accurate data.,2,Joshua Tree National Park,2018-12-15
NAT_026,2019,1,195993,NA,"I was not able to obtain Geology tour road, and Pleasant Valley due to road closure. The Denver counter for Cottonwood did record from the 11th of February to the 28th of February. Denver counters said they will trouble the issue and get back to me. Cottonwood Estimation was entered.",1,Joshua Tree National Park,2019-01-15
NAT_026,2019,2,261230,NA,NA,0,Joshua Tree National Park,2019-02-15
NAT_026,2019,3,469183,NA,Estimations based on visitor centers trends to supplement faulty traffic counters.,1,Joshua Tree National Park,2019-03-15
NAT_026,2019,4,374789,NA,Estimates based on increased visitation numbers from other locations to supplement faulty traffic counting equipment.,1,Joshua Tree National Park,2019-04-15
NAT_026,2019,5,250928,NA,Cotton Wood Denver didn't record first six days of month,1,Joshua Tree National Park,2019-05-15
NAT_026,2019,6,187551,NA,NA,0,Joshua Tree National Park,2019-06-15
NAT_026,2019,7,138967,NA,"
Waiting on Denver counter for Cotton Wood",2,Joshua Tree National Park,2019-07-15
NAT_026,2019,8,120911,NA,NA,0,Joshua Tree National Park,2019-08-15
NAT_026,2019,9,160294,NA,NA,0,Joshua Tree National Park,2019-09-15
NAT_026,2019,10,233995,NA,NA,0,Joshua Tree National Park,2019-10-15
NAT_026,2019,11,291230,NA,"Cottonwood Traffic Data. In bound lane traffic counter at cottonwood did not function properly for 10 ½ days, roughly corresponding to wet weather. Data input was estimated close to the five year average which resulted in a 6% drop under last year’s traffic in that area. However, the O/I data at the cottonwood visitor center showed a 7.9% increase over last year; the traffic data estimated in the opposite direction does not follow.  Conversely the outbound lane counter at cottonwood functioned for all but one in the month of November and shows a total daily traffic for the month at 11,018. The average daily total (ADT) for Lane 1 with missing data is 400 and 380 for lane two, a 20% difference. The missing data occurred on days where visitor traffic was lower and if the data were present would likely bring the ADT of both lanes closer to the 380. Based on this, revising the lane 1 traffic to an estimated 10200 is a conservative estimate and brings the traffic data in line with the O and I data at the visitor center.",1,Joshua Tree National Park,2019-11-15
NAT_026,2019,12,303476,NA,"
add 300 to BR Vehicle Count for December, source Damon Yanez.
Added 600 vehicles to West Entrance for data lost on Monday Dec 02.
Covington Numbers based on Estimate due to access issues related to weather event.",1,Joshua Tree National Park,2019-12-15
NAT_027,2018,1,60934,NA,Bodie Island VC 5 yr average used.  Waiting for approval to install a counter for accurate numbers,1,Cape Hatteras National Seashore,2018-01-15
NAT_027,2018,2,76818,NA,NA,0,Cape Hatteras National Seashore,2018-02-15
NAT_027,2018,3,179199,NA,NA,0,Cape Hatteras National Seashore,2018-03-15
NAT_027,2018,4,175377,NA,NA,0,Cape Hatteras National Seashore,2018-04-15
NAT_027,2018,5,249091,NA,NA,0,Cape Hatteras National Seashore,2018-05-15
NAT_027,2018,6,389722,NA,NA,0,Cape Hatteras National Seashore,2018-06-15
NAT_027,2018,7,405038,NA,Ramp 43/44 counter is not accessible due to the flooding - 5 yr average used.,1,Cape Hatteras National Seashore,2018-07-15
NAT_027,2018,8,387698,NA,NA,0,Cape Hatteras National Seashore,2018-08-15
NAT_027,2018,9,250105,NA,NA,0,Cape Hatteras National Seashore,2018-09-15
NAT_027,2018,10,201269,NA,NA,0,Cape Hatteras National Seashore,2018-10-15
NAT_027,2018,11,135634,NA,NA,0,Cape Hatteras National Seashore,2018-11-15
NAT_027,2018,12,80171,NA,December counts for ramps and traffic are based on daily average since no counters were physically checked until the shutdown ended.,1,Cape Hatteras National Seashore,2018-12-15
NAT_027,2019,1,72767,NA,"Gov. shutdown 12/22/2018 - 01/25/2019 - partial data, daily averages used based on count from Dec 1 - Jan 31",1,Cape Hatteras National Seashore,2019-01-15
NAT_027,2019,2,72796,NA,NA,0,Cape Hatteras National Seashore,2019-02-15
NAT_027,2019,3,135597,NA,NA,0,Cape Hatteras National Seashore,2019-03-15
NAT_027,2019,4,205590,NA,Ramp 43/44 used 3 yr average - road restoration may be affecting the counter - physical count and traffic counter varied quite a bit.,1,Cape Hatteras National Seashore,2019-04-15
NAT_027,2019,5,263356,NA,Ramp 43/44 is 3 yr average,1,Cape Hatteras National Seashore,2019-05-15
NAT_027,2019,6,384260,NA,New counter installed April 2019 - accurately counting now - grossly undercounted previously,2,Cape Hatteras National Seashore,2019-06-15
NAT_027,2019,7,438846,NA,New counter recently installed on ramp 70 providing an accurate count now.,2,Cape Hatteras National Seashore,2019-07-15
NAT_027,2019,8,398662,NA,NA,0,Cape Hatteras National Seashore,2019-08-15
NAT_027,2019,9,242139,NA,NA,0,Cape Hatteras National Seashore,2019-09-15
NAT_027,2019,10,188710,NA,Ramp 43/44 is a 3 yr average,1,Cape Hatteras National Seashore,2019-10-15
NAT_027,2019,11,122516,NA,NA,0,Cape Hatteras National Seashore,2019-11-15
NAT_027,2019,12,81393,NA,NA,0,Cape Hatteras National Seashore,2019-12-15
NAT_028,2018,1,32433,NA,"
Mossy Cave trail count is estimated. Counter not working.  The lodge was only open 1/1/18. It was closed for the remainder of January.  The shuttle is not running. Sunset Campground is closed.",1,Bryce Canyon National Park,2018-01-15
NAT_028,2018,2,37132,NA,"Mossy Cave trail counter is an estimate. The trail counter was not working from 2/1-14/2018. The count from late day 2/14 through 2/28 was 1147.
No shuttles, no lodge, Sunset campground closed, and only A loop open in North Campground.",1,Bryce Canyon National Park,2018-02-15
NAT_028,2018,3,95204,NA,"Sunset Campground was closed the entire month of March.
Shuttles did not run in the month of March.",0,Bryce Canyon National Park,2018-03-15
NAT_028,2018,4,185282,NA,"Sunset Campground: Opened April 16-30, A Loop only. 
North Campground: A Loop only April 1-13. A & B Loops April 14-30.  Lodge: Partially open for the month of April.  Shuttle: Ran April 13- 30",0,Bryce Canyon National Park,2018-04-15
NAT_028,2018,5,340351,NA,North Campground-A & B loop only loops open from  May 1 -18. May 19th-all loops open.,0,Bryce Canyon National Park,2018-05-15
NAT_028,2018,6,409467,NA,"
Campgrounds were scheduled to be paved. This may have driven down # of stays. Project was cancelled.",0,Bryce Canyon National Park,2018-06-15
NAT_028,2018,7,430020,NA,NA,0,Bryce Canyon National Park,2018-07-15
NAT_028,2018,8,393821,NA,NA,0,Bryce Canyon National Park,2018-08-15
NAT_028,2018,9,411456,NA,The traffic counter at the entrance was intermittently counting incorrectly. It was observed counting every other car on two occasions during 10 minute periods.,1,Bryce Canyon National Park,2018-09-15
NAT_028,2018,10,227297,NA,"
Intermittent problem with traffic counter at entrance station",1,Bryce Canyon National Park,2018-10-15
NAT_028,2018,11,73053,NA,NA,0,Bryce Canyon National Park,2018-11-15
NAT_028,2018,12,43962,NA,"Traffic Count: actual number - LE picked up traffic count on final day in December so this is accurate. Mossy Cave: I waited to pick up the trail counter until morning of Feb 1. Then divided the count by two and attributed 1/2 to Dec and 1/2 to Jan. Non-tour bus: used actual # so it is missing 10 days of data. Shuttle does not run in December. Nonrec vehicles: used actual # so it is missing 10 days of data. Number of re-entries: took daily avg. for Dec. 2018 then multiplied by 31. This is a best est. based on our lower number for the traffic count, more snow than last year, govt. shutdown confusion with public and looking through 10 year avg.  Tents/RV's for North are actual numbers. We were down in the number of stays due to snow prior to the shutdown. The campground closed on December 23. Sunset-closed for the season. Bryce lodge overnight stays: actual number. Lodge did not close during shutdown. Backcountry campers: snow and trail closures kept people from camping in back country.",1,Bryce Canyon National Park,2018-12-15
NAT_028,2019,1,36860,NA,"The campground data, traffic counter data and mossy cave data are real numbers. Due to the partial gov't shutdown, all data marked with a flag is an estimate based on last year's numbers, an increase in the traffic counter over lasts year number, looking at the daily avg. based on the 5 days of real data and the increase over the previous two January's.",1,Bryce Canyon National Park,2019-01-15
NAT_028,2019,2,29813,NA,No data collected for 2/25 due to power outage. Half day of data 2/21 due to heavy snow resulting in 1/2 day Admin leave. Heavy snowfall-less campers and all trails below the rim closed for most of the month. Backcountry closed the whole month.. No shuttles in February. Lodge closed in February,1,Bryce Canyon National Park,2019-02-15
NAT_028,2019,3,75853,NA,NA,0,Bryce Canyon National Park,2019-03-15
NAT_028,2019,4,207061,NA,NA,0,Bryce Canyon National Park,2019-04-15
NAT_028,2019,5,327975,NA,NA,0,Bryce Canyon National Park,2019-05-15
NAT_028,2019,6,398290,NA,NA,0,Bryce Canyon National Park,2019-06-15
NAT_028,2019,7,401970,NA,NA,0,Bryce Canyon National Park,2019-07-15
NAT_028,2019,8,383458,NA,NA,0,Bryce Canyon National Park,2019-08-15
NAT_028,2019,9,392428,NA,The shuttle count was being counted manually last year at this time. It is now a sensor count.,2,Bryce Canyon National Park,2019-09-15
NAT_028,2019,10,232094,NA,NA,0,Bryce Canyon National Park,2019-10-15
NAT_028,2019,11,65748,NA,NA,0,Bryce Canyon National Park,2019-11-15
NAT_028,2019,12,43354,NA,NA,0,Bryce Canyon National Park,2019-12-15
NAT_029,2018,1,128138,NA,NA,0,Rock Creek Park,2018-01-15
NAT_029,2018,2,123927,NA,NA,0,Rock Creek Park,2018-02-15
NAT_029,2018,3,168073,NA,NA,0,Rock Creek Park,2018-03-15
NAT_029,2018,4,204265,NA,NA,0,Rock Creek Park,2018-04-15
NAT_029,2018,5,203355,NA,NA,0,Rock Creek Park,2018-05-15
NAT_029,2018,6,264231,NA,NA,0,Rock Creek Park,2018-06-15
NAT_029,2018,7,336653,NA,NA,0,Rock Creek Park,2018-07-15
NAT_029,2018,8,259613,NA,NA,0,Rock Creek Park,2018-08-15
NAT_029,2018,9,235386,NA,NA,0,Rock Creek Park,2018-09-15
NAT_029,2018,10,207218,NA,NA,0,Rock Creek Park,2018-10-15
NAT_029,2018,11,149244,NA,NA,0,Rock Creek Park,2018-11-15
NAT_029,2018,12,115239,NA,NA,0,Rock Creek Park,2018-12-15
NAT_029,2019,1,130686,NA,all numbers estimated due to non-response to information requests.,1,Rock Creek Park,2019-01-15
NAT_029,2019,2,126438,NA,All data estimated due to non-response to information request,1,Rock Creek Park,2019-02-15
NAT_029,2019,3,181709,NA,All data estimated due to non-response to information request,1,Rock Creek Park,2019-03-15
NAT_029,2019,4,187505,NA,All data estimated due to non-response to information request,1,Rock Creek Park,2019-04-15
NAT_029,2019,5,207784,NA,All data estimated due to non-response to information request,1,Rock Creek Park,2019-05-15
NAT_029,2019,6,269196,NA,All data estimated due to non-response to information request,1,Rock Creek Park,2019-06-15
NAT_029,2019,7,296541,NA,All data estimated due to non-response to information request,1,Rock Creek Park,2019-07-15
NAT_029,2019,8,293243,NA,All data estimated due to non-response to information request,1,Rock Creek Park,2019-08-15
NAT_029,2019,9,246054,NA,All data estimated due to non-response to information request,1,Rock Creek Park,2019-09-15
NAT_029,2019,10,205315,NA,All data estimated due to non-response to information request,1,Rock Creek Park,2019-10-15
NAT_029,2019,11,157363,NA,All data estimated due to non-response to information request,1,Rock Creek Park,2019-11-15
NAT_029,2019,12,114398,NA,All data estimated due to non-response to information request,1,Rock Creek Park,2019-12-15
NAT_030,2018,1,38769,NA,Waiting for Chincoteague NWR to provide numbers. Used averages in the meantime. 2-9-18. Chincoteague provided numbers. 3-8-18,2,Assateague Island National Seashore,2018-01-15
NAT_030,2018,2,44515,NA,Waiting for actual numbers from Chincoteague NWR. Using 5 year average until updated. Chincoteague provided numbers 3-8-18,2,Assateague Island National Seashore,2018-02-15
NAT_030,2018,3,64349,NA,Used 5 year average for Chincoteague NWR stats until refuge can provide actual numbers.  5 year average for OSV-Bullpen used until park determines how to count users. Updated Chincoteague stats 8-7-18,1,Assateague Island National Seashore,2018-03-15
NAT_030,2018,4,117990,NA,"Averaged stats from Toms Cove District that are provided by USFWS, until refuge can provide actuals. 5-7-18. Chincoteague provided stats 8-7-18",1,Assateague Island National Seashore,2018-04-15
NAT_030,2018,5,182378,NA,"Bullpen is actual count. Previously using a 5 year average for 5+years. Averaged Traffic Count at FWS Traffic Counter, Buses, and FWS Visitor Center until Chincoteague National Wildlife Refuge provides actual numbers. Updated stats from Chincoteague 8-7-18",2,Assateague Island National Seashore,2018-05-15
NAT_030,2018,6,300161,NA,"Averaged Chicoteague NWR numbers until Refuge provides actuals. Bullpen numbers are actual counts, vs the 5 year average of an average that the park had been using. Updated stats from Chincoteague 8-7-18",2,Assateague Island National Seashore,2018-06-15
NAT_030,2018,7,482737,NA,Actual number from OSV-Bullpen.,0,Assateague Island National Seashore,2018-07-15
NAT_030,2018,8,441014,NA,Averaging Chincoteague NWR stats until updated. Updated 11-8-18 with Chincoteague actuals.,2,Assateague Island National Seashore,2018-08-15
NAT_030,2018,9,226607,NA,5 year average for FWS numbers until actual provided. 10-9-2018. Bullpen 5 year average. No good numbers collected this month. Updated 11-8-18 with Chincoteague actuals.,1,Assateague Island National Seashore,2018-09-15
NAT_030,2018,10,133813,NA,"Again, not provided statistical information from Chincoteague NWR. Will update when received. Updated 11-8-18 with Chincoteague actuals. Updated 12-12-18 with correction to Barrier Island Visitor Center.",2,Assateague Island National Seashore,2018-10-15
NAT_030,2018,11,70767,NA,"
Chincoteague NWR number are averages until provided with actuals. 12-12-18 Cincoteague NWR numbers updated with actuals provided 2-13-2019",2,Assateague Island National Seashore,2018-11-15
NAT_030,2018,12,33789,NA,"OVS traffic counter reset several times, but discovered daily and averaged those days for a accurate number.",1,Assateague Island National Seashore,2018-12-15
NAT_030,2019,1,64032,NA,"5 year averages used for Chincoteague NWR until the park is provided with actual numbers. 2-13-2019 Updated 2-25-2019. Numbers low due to Govt shutdown Dec 22, 2018 - Jan 27, 2019.",2,Assateague Island National Seashore,2019-01-15
NAT_030,2019,2,43977,NA,NA,0,Assateague Island National Seashore,2019-02-15
NAT_030,2019,3,74089,NA,Waiting for Chincoteague numbers. Averages used. 4-8-19. Updated with Chincoteague numbers 5-15-19.,2,Assateague Island National Seashore,2019-03-15
NAT_030,2019,4,153044,NA,Waiting for actuals from Chincoteague NWR 5-6-2019. Actuals provided 5-26-2019,2,Assateague Island National Seashore,2019-04-15
NAT_030,2019,5,199049,NA,Waiting for actual number from Chincoteague. 6-7-19. Chincoteague actual numbers sent 7-31-2019,2,Assateague Island National Seashore,2019-05-15
NAT_030,2019,6,312094,NA,"
5 year average used for Chincoteague NWR until actual numbers are provided. 7-6-2019. Chicoteague NWR provided actual numbers 7-31-2019",2,Assateague Island National Seashore,2019-06-15
NAT_030,2019,7,502416,NA,NA,0,Assateague Island National Seashore,2019-07-15
NAT_030,2019,8,453668,NA,"
Waiting for actuals from Chincoteague National Wildlife Refuge 9-18-2019. Updated with actuals 10-07-2019",2,Assateague Island National Seashore,2019-08-15
NAT_030,2019,9,274394,NA,NA,0,Assateague Island National Seashore,2019-09-15
NAT_030,2019,10,144479,NA,Averages used for Chincoteague NWR until provided with actuals. 11-12-2019,2,Assateague Island National Seashore,2019-10-15
NAT_030,2019,11,76779,NA,Waiting for actuals from Chincoteague NWR. Averages used. 12-16-19,2,Assateague Island National Seashore,2019-11-15
NAT_030,2019,12,46515,NA,Waiting for CNWR numbers. 1-9-20,2,Assateague Island National Seashore,2019-12-15
NAT_031,2018,1,69389,NA,NA,0,Valley Forge National Historical Park,2018-01-15
NAT_031,2018,2,88106,NA,NA,0,Valley Forge National Historical Park,2018-02-15
NAT_031,2018,3,120756,NA,NA,0,Valley Forge National Historical Park,2018-03-15
NAT_031,2018,4,175032,NA,NA,0,Valley Forge National Historical Park,2018-04-15
NAT_031,2018,5,207024,NA,NA,0,Valley Forge National Historical Park,2018-05-15
NAT_031,2018,6,248611,NA,not finished,2,Valley Forge National Historical Park,2018-06-15
